maHocSinh,maPhuongAn,diemToan,diemVan,diemNgoaiNgu,diemVatLy,diemHoaHoc,diemSinhHoc,diemTrungBinh,mucKhopSoThich,tiLeTaiChinh,khopDiaBan,diemChuanThamKhao,soLuotTuongTacTruoc,khoiTruong,vungMien,nhomNganh,phuongThuc,nhanPhuHop
1,ANH_N596695_DiemThiTHPT,8.6,7.5,8.2,8.4,7.8,6.5,7.833333333333333,0.6,1.0,1.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.56
1,ANH_N779926_DiemThiTHPT,8.6,7.5,8.2,8.4,7.8,6.5,7.833333333333333,0.6,1.0,1.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.82
2,ANH_N605528_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.53
2,ANH_N827538_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.62
2,ANH_N768284_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.65
2,ANH_N684209_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.27
2,ANH_N174137_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.02
2,ANH_N628706_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.26
2,ANH_N396286_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.95
2,ANH_N700928_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.95
2,ANH_N583852_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.44
2,ANH_N924441_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.68
2,ANH_N395477_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.94
2,ANH_N628255_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.26
2,ANH_N759133_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.27
2,ANH_N596695_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.37
2,ANH_N779926_DiemThiTHPT,8.0,7.4,7.0,6.5,7.9,6.4,7.199999999999999,0.6,0.8,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.69
3,ANH_N605528_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.26
3,ANH_N827538_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.04
3,ANH_N768284_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.5
3,ANH_N684209_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.72
3,ANH_N174137_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.06
3,ANH_N628706_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.55
3,ANH_N396286_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.32
3,ANH_N700928_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.73
3,ANH_N583852_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.41
3,ANH_N924441_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.62
3,ANH_N395477_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.97
3,ANH_N628255_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.13
3,ANH_N759133_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.64
3,ANH_N596695_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.81
3,ANH_N779926_DiemThiTHPT,6.2,6.5,8.4,7.2,7.8,6.0,7.016666666666667,0.6,1.0,1.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.22
4,ANH_N605528_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.65
4,ANH_N827538_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.8,1.0,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.28
4,ANH_N768284_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.78
4,ANH_N684209_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.78
4,ANH_N174137_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.02
4,ANH_N628706_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.04
4,ANH_N396286_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.59
4,ANH_N700928_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.75
4,ANH_N583852_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.6,1.0,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.62
4,ANH_N924441_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.8,1.0,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.81
4,ANH_N395477_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.8,1.0,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.71
4,ANH_N628255_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.8,1.0,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.48
4,ANH_N759133_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.8,1.0,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.04
4,ANH_N596695_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.8,1.0,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.46
4,ANH_N779926_DiemThiTHPT,6.8,8.1,7.8,5.6,7.5,5.8,6.933333333333333,0.8,1.0,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.06
5,ANH_N605528_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.77
5,ANH_N827538_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,1.0,1.0,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.79
5,ANH_N768284_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.56
5,ANH_N684209_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.92
5,ANH_N174137_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.36
5,ANH_N628706_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.17
5,ANH_N396286_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.64
5,ANH_N700928_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.09
5,ANH_N583852_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,0.6,1.0,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.88
5,ANH_N924441_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,1.0,1.0,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.75
5,ANH_N395477_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,1.0,1.0,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.59
5,ANH_N628255_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,1.0,1.0,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.64
5,ANH_N759133_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,1.0,1.0,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.45
5,ANH_N596695_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,1.0,1.0,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.88
5,ANH_N779926_DiemThiTHPT,8.1,4.2,6.3,6.7,7.2,5.9,6.3999999999999995,1.0,1.0,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.84
6,ANH_N605528_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.11
6,ANH_N827538_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.6,0.4,1.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.56
6,ANH_N768284_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.28
6,ANH_N684209_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.74
6,ANH_N174137_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.69
6,ANH_N628706_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.57
6,ANH_N396286_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.74
6,ANH_N700928_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.64
6,ANH_N583852_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.8,0.4,1.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.51
6,ANH_N924441_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.6,0.4,1.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.12
6,ANH_N395477_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.6,0.4,1.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.61
6,ANH_N628255_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.6,0.4,1.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.79
6,ANH_N759133_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.6,0.4,1.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.43
6,ANH_N596695_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.6,0.4,1.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.25
6,ANH_N779926_DiemThiTHPT,8.3,6.8,4.2,8.4,8.4,6.7,7.133333333333334,0.6,0.4,1.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.13
7,ANH_N605528_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.31
7,ANH_N827538_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,0.6,0.6,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.76
7,ANH_N768284_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.22
7,ANH_N684209_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.18
7,ANH_N174137_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.18
7,ANH_N628706_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.07
7,ANH_N396286_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.79
7,ANH_N700928_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.48
7,ANH_N583852_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,1.0,0.6,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.72
7,ANH_N924441_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,0.6,0.6,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.41
7,ANH_N395477_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,0.6,0.6,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.03
7,ANH_N628255_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,0.6,0.6,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.02
7,ANH_N759133_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,0.6,0.6,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.91
7,ANH_N596695_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,0.6,0.6,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.5
7,ANH_N779926_DiemThiTHPT,7.6,7.9,6.4,4.9,6.3,6.4,6.583333333333332,0.6,0.6,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.75
8,ANH_N605528_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.79
8,ANH_N827538_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.31
8,ANH_N768284_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.22
8,ANH_N684209_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.27
8,ANH_N174137_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.67
8,ANH_N628706_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.45
8,ANH_N396286_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.74
8,ANH_N700928_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.4
8,ANH_N583852_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.5
8,ANH_N924441_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.56
8,ANH_N395477_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.44
8,ANH_N628255_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.84
